soil_moisture,temperature,humidity,wind_speed,rain_1h,forecast_rain_12h,uv_index,pressure,cloud_cover,day_length,hour_of_day,day_of_year,time_since_last_irrigation,delta_moisture,soil_dry_rate,heat_index,water_required_liters
28.727005942368123,24.341020461667462,73.79989865939822,6.381445683721739,2.989120412044165,16.944731553928396,8.415552031175952,981.9197496051005,81.81644524672113,13.508636630482744,1,227,4.907627139664767,-3.2950038538137703,4.26237737124594,26.55501742144941,175.97899943124185
57.53571532049581,23.322802405785083,41.070719735922694,4.592924535341931,0.9481777516205803,9.890340874387409,9.811018750963168,1017.2827078854464,14.526976238405542,13.62868976047184,7,40,5.10557184718634,-0.033246267376267014,7.811239668389603,24.554923997862765,138.10065097800825
46.59969709057025,19.403847812571502,50.79838166219317,9.644985248639408,1.2635922497221597,3.9093122126437163,5.63179875379001,991.2188412016734,94.6463795305265,11.513489287021763,14,84,9.422844929219128,0.6979875684609791,3.1976000646592047,20.927799262437297,157.23324526620127
39.93292420985183,30.181666752537197,69.7968382114691,2.189784509842382,1.806711281809218,14.732835732201853,3.8917873167340757,992.7771813960142,84.32241152465409,10.926522889404517,16,259,23.198731508099844,3.6512155667632094,0.9985501636200118,32.27557189888127,173.72274834264297
17.800932022121827,26.915604012715722,58.925360671468795,5.8785641599894065,2.0365333436494835,8.373562713665914,4.188465743554615,990.1810375256989,91.88532982333358,10.766644203429712,5,191,9.610809083141334,-4.139678417172529,0.9142555687917381,28.683364832859787,223.88987770879277
17.799726016810133,36.64252480810009,74.31426231809363,7.002100149902226,2.4226180921054405,11.892549669049943,7.969482583643939,1017.8037779849883,28.564440691171278,13.527812382777757,21,11,18.795435105907725,-3.382071839787696,0.06600263774011236,38.8719526776429,247.9200430687025
12.904180608409973,15.802739512051456,87.67247407337157,8.255644893453816,2.5546002896349442,2.1453058034787764,6.675580339914962,1024.0505897932835,33.55699391464544,10.924890090081975,22,58,41.823661704890654,0.3385523512818258,0.0,18.432913734252605,244.65742545676068
53.308807288746756,31.096698188878158,36.99280126291185,4.069710304280071,4.55716345487536,12.631679790319845,5.864941309772571,1013.9833992918516,46.9925434544209,12.12335618721007,5,204,44.59192427150035,-4.542273598760483,0.6484851978240797,32.206482226765516,177.72702624380727
40.05575058716044,34.07372196278903,72.57406298388366,6.869219076574815,5.0957319082604124,7.471009778902486,3.0277407877617404,1017.0610037211136,22.420066657724846,11.326957132314519,13,106,26.99843303870561,-1.1647160688969835,1.0230220325145294,36.25094385230554,191.1789524058068
45.40362888980228,33.98716422970767,43.820649337926874,3.0320147138428277,3.088792081263559,6.683794994369889,9.754556874989033,1007.9225207233702,46.5422589018991,11.995741753239269,16,106,47.42180188023251,-4.842467351009341,0.5803585014694393,35.30178370984548,208.07620162921214
